,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
1139,2,48,43,119,29,126,89,84,216,25,250,202
1140,1,43,13,101,121,87,89,84,190,198,51,204
1141,2,49,13,27,158,7,57,84,218,50,173,141
1142,1,23,43,9,17,84,121,34,164,93,244,141
1143,2,31,43,27,158,7,57,111,141,72,207,141
1144,1,43,33,29,129,103,89,84,216,136,243,141
1145,2,46,33,115,43,28,89,84,30,41,61,140
1146,1,38,35,38,17,158,54,84,30,230,41,45
1147,2,46,35,29,129,103,155,84,141,72,68,195
1148,1,59,46,29,129,124,89,84,164,49,244,141
1149,2,59,46,27,158,124,89,84,30,41,42,140
1150,1,59,38,29,129,103,89,84,203,0,274,179
1151,2,54,38,27,98,179,89,84,4,35,42,177
1152,1,61,19,96,57,141,89,84,11,65,39,77
1153,2,59,19,11,83,167,89,84,201,82,157,92
1154,1,52,38,53,17,158,89,84,200,177,243,51
1155,2,73,38,41,22,124,89,84,141,72,165,184
1156,1,35,46,11,83,167,89,84,192,151,25,141
1157,2,56,46,46,82,189,10,84,11,73,39,77
1158,1,41,19,27,144,120,58,84,218,50,187,187
1159,2,43,19,12,149,87,133,84,32,248,91,219
1160,1,40,35,53,17,158,6,84,38,35,4,177
1161,2,59,35,29,129,103,89,84,179,172,257,62
1162,1,59,11,41,22,147,77,84,181,147,106,103
1163,2,49,11,96,57,124,89,84,200,55,243,111
1164,1,23,43,132,163,7,58,80,22,222,161,226
1165,2,62,43,72,51,124,89,84,32,93,244,219
1166,1,62,22,12,149,172,89,84,11,65,39,141
1167,2,50,22,11,83,55,103,84,170,175,276,47
1168,1,34,39,119,29,124,89,84,70,212,106,141
1169,2,61,39,96,57,141,88,84,30,5,217,140
1170,1,57,35,46,82,114,89,84,200,236,54,202
1171,2,76,35,129,43,147,89,84,192,89,76,226
1172,1,41,43,27,158,124,89,84,201,85,157,141
1173,2,21,43,96,57,141,75,51,165,220,219,219
1174,1,64,46,11,142,139,17,84,141,45,229,20
1175,2,61,46,35,17,124,89,84,26,131,242,39
1176,1,40,38,129,43,147,77,84,30,5,42,177
1177,2,45,38,29,129,124,89,84,206,230,243,111
1178,1,49,39,135,149,124,89,84,192,151,25,226
1179,2,40,39,72,51,189,36,27,218,203,48,151
1180,1,46,22,35,136,26,89,84,121,212,83,92
1181,2,56,22,96,100,71,89,84,141,45,160,20
1182,1,55,46,11,114,124,89,84,15,199,219,204
1183,2,42,46,145,98,7,89,84,83,217,70,39
1184,1,53,38,135,149,124,89,84,139,55,258,202
1185,2,49,38,41,21,147,77,133,218,175,48,141
1186,1,29,11,29,129,103,89,84,192,89,161,141
1187,2,51,11,46,47,101,36,84,30,41,222,136
1188,1,45,22,27,158,124,89,84,58,45,21,166
1189,2,57,22,35,17,158,6,84,142,248,219,141
1190,1,39,11,29,129,91,89,84,80,50,276,151
1191,2,56,11,135,149,87,89,84,30,160,222,177
1192,1,46,15,46,135,189,89,84,69,147,83,198
1193,2,82,15,96,57,122,89,84,192,89,161,134
1194,1,65,19,129,43,147,89,84,141,109,44,195
1195,2,72,19,9,17,158,89,84,194,218,176,141
1196,1,48,22,96,57,122,104,84,94,50,276,141
1197,2,23,22,135,8,87,130,23,120,147,106,141
1198,1,45,33,29,129,124,89,84,83,243,39,201
1199,2,55,33,11,114,167,89,84,30,46,168,183
1200,1,50,13,72,51,157,89,84,188,165,235,44
1201,2,50,13,20,6,158,54,84,192,151,253,102
1202,1,65,19,129,43,147,89,84,165,234,219,207
1203,2,39,19,27,158,120,4,61,139,236,173,141
1204,1,48,11,11,114,124,89,84,120,147,133,92
1205,2,44,11,96,57,122,89,84,214,217,100,39
1206,1,57,35,11,114,124,89,84,206,55,243,141
1207,2,45,35,129,43,147,89,84,83,217,269,63
1208,1,35,13,27,158,7,142,59,135,45,21,141
1209,2,49,13,47,17,158,6,84,165,198,173,141
1210,1,53,38,135,69,170,89,84,139,236,54,202
1211,2,47,38,129,43,147,89,84,218,114,49,47
1212,1,60,24,29,129,124,89,84,73,30,161,24
1213,2,59,24,77,82,157,42,84,30,5,222,56
1214,1,43,19,11,114,167,89,84,15,199,219,235
1215,2,39,19,143,158,7,58,84,53,100,142,63
1216,1,48,33,47,17,158,6,53,121,212,83,92
1217,2,61,33,96,57,122,89,84,37,109,89,31
1218,1,25,22,135,149,87,130,98,192,228,161,141
1219,2,50,22,77,51,124,89,84,129,114,48,141
1220,1,79,38,29,129,124,89,84,139,236,54,234
1221,2,44,38,129,43,147,77,84,30,160,222,125
1222,1,52,11,145,98,179,4,84,121,212,80,109
1223,2,55,11,96,100,71,89,84,1,248,19,179
1224,1,55,22,47,17,124,89,84,83,243,39,77
1225,2,43,22,11,142,139,78,18,145,45,111,141
1226,1,66,46,29,129,91,89,84,80,114,48,137
1227,2,62,46,135,69,144,89,84,30,160,222,125
1228,1,41,13,129,43,165,77,84,83,39,269,141
1229,2,74,13,11,114,167,89,84,139,236,54,141
1230,1,58,43,35,17,158,54,84,170,114,187,137
1231,2,63,43,135,69,144,89,84,145,45,111,141
1232,1,35,19,46,87,157,71,84,1,198,244,180
1233,2,46,19,86,24,183,4,59,192,228,263,141
1234,1,35,33,11,114,167,89,84,30,5,222,177
1235,2,47,33,29,129,91,155,84,83,243,39,141
1236,1,60,46,67,105,124,89,84,218,114,187,141
1237,2,35,46,135,69,170,106,23,121,212,106,71
1238,1,40,38,27,158,120,4,126,206,55,243,141
1239,2,105,38,25,141,124,89,84,1,199,274,179
1240,1,44,35,77,51,157,89,84,145,72,44,96
1241,2,58,35,35,54,124,89,84,192,151,263,141
1242,1,36,43,67,105,122,104,84,30,158,168,183
1243,2,43,43,29,129,103,89,84,70,147,238,92
1244,1,41,22,77,82,157,150,84,206,48,243,141
1245,2,61,22,129,22,57,89,84,192,146,161,24
1246,1,50,13,35,54,158,54,84,218,159,187,141
1247,2,64,13,135,69,144,130,84,58,176,44,61
1248,1,71,35,77,166,60,89,84,69,147,106,198
1249,2,68,35,67,105,124,89,84,192,146,86,132
1250,1,54,19,135,69,170,106,84,83,217,269,39
1251,2,53,19,11,142,139,78,84,218,159,225,141
1252,1,61,11,35,54,124,89,84,30,160,222,136
1253,2,47,11,29,129,103,148,84,141,176,111,141
1254,1,51,22,133,75,141,89,84,200,48,258,202
1255,2,53,22,129,22,57,110,84,201,145,133,141
1256,1,32,22,77,135,189,36,91,83,217,39,141
1257,2,43,22,11,114,167,89,84,192,151,86,164
1258,1,37,19,27,163,183,89,84,218,159,187,141
1259,2,42,19,135,145,87,106,84,28,248,82,204
1260,1,33,43,11,114,167,78,84,121,212,106,109
1261,2,42,43,67,105,141,12,50,83,243,142,201
1262,1,30,38,29,129,91,89,84,206,230,243,141
1263,2,48,38,115,22,193,39,43,30,52,217,183
1264,1,25,35,25,141,57,110,43,120,104,238,109
1265,2,36,35,67,105,19,104,56,206,177,176,202
1266,1,32,43,67,105,19,104,84,83,243,242,116
1267,2,38,43,11,114,167,89,84,98,145,106,198
1268,1,39,15,108,39,68,116,84,53,219,173,141
1269,2,42,15,132,9,158,89,84,121,164,106,69
1270,1,45,35,24,43,170,89,84,150,151,170,24
1271,2,73,35,60,83,196,56,84,200,159,2,47
1272,1,52,13,20,110,183,89,84,154,177,137,141
1273,2,68,13,129,22,147,88,84,217,55,269,221
1274,1,48,15,11,34,172,89,84,30,37,250,141
1275,2,57,15,150,129,91,89,84,58,100,119,37
1276,1,64,46,25,141,147,88,84,53,85,244,166
1277,2,75,46,132,9,158,89,84,154,177,18,217
1278,1,51,13,11,34,25,133,84,200,203,48,141
1279,2,60,13,44,121,33,148,84,93,72,100,37
1280,1,54,11,108,39,68,89,84,192,37,217,183
1281,2,56,11,150,129,124,89,84,145,104,42,103
1282,1,50,19,60,83,12,155,57,46,236,120,141
1283,2,41,19,101,17,183,4,84,22,182,170,20
1284,1,84,33,124,39,124,89,84,200,203,167,63
1285,2,53,33,53,43,144,89,84,69,1,106,140
1286,1,49,38,115,22,122,89,84,30,37,222,177
1287,2,46,38,150,129,91,77,84,120,16,243,153
1288,1,52,22,11,34,172,89,84,214,55,258,235
1289,2,64,22,20,158,135,89,84,93,72,100,39
1290,1,75,11,60,24,124,89,84,53,85,242,141
1291,2,53,11,132,81,19,134,84,34,151,21,139
1292,1,50,43,25,141,147,89,84,200,50,225,141
1293,2,56,43,41,60,170,106,38,146,16,251,202
1294,1,60,38,124,54,141,35,84,206,55,269,138
1295,2,55,38,145,110,7,84,84,87,118,157,140
1296,1,48,46,11,34,124,89,84,146,128,243,213
1297,2,53,46,129,22,147,89,84,93,72,100,37
1298,1,49,35,60,24,124,89,84,30,52,217,183
1299,2,40,35,150,129,91,153,73,34,151,21,141
1300,1,69,43,132,9,158,89,84,190,113,100,39
1301,2,35,43,11,48,172,17,45,53,217,244,141
1302,1,50,13,25,141,147,89,84,23,162,41,20
1303,2,73,13,60,24,124,89,84,195,16,172,202
1304,1,28,19,53,43,170,106,84,206,55,274,141
1305,2,43,19,101,82,183,4,84,200,78,225,47
1306,1,27,46,132,41,158,89,84,30,37,250,183
1307,2,40,46,110,90,91,28,120,53,217,244,141
1308,1,43,33,124,39,68,89,84,58,113,98,86
1309,2,43,33,11,114,172,17,84,121,104,125,140
1310,1,51,11,60,6,102,56,84,200,32,141,141
1311,2,48,11,100,43,60,106,112,23,41,21,141
1312,1,51,22,119,73,189,77,122,87,147,80,141
1313,2,22,22,124,39,68,104,56,192,158,250,141
1314,1,52,43,101,158,7,89,84,53,217,83,141
1315,2,55,43,132,9,158,134,84,142,236,269,138
1316,1,37,19,119,73,189,77,120,23,41,173,141
1317,2,44,19,60,24,124,89,84,192,158,222,141
1318,1,57,38,100,20,124,89,84,146,128,251,202
1319,2,51,38,25,141,147,88,53,200,78,33,115
1320,1,51,2,132,9,158,89,84,121,104,80,103
1321,2,50,2,124,39,124,89,84,53,217,244,71
1322,1,39,22,7,129,91,89,84,93,72,98,86
1323,2,43,22,11,114,172,89,84,192,224,44,183
1324,1,40,46,101,17,124,89,84,146,218,156,213
1325,2,51,46,25,141,124,89,84,201,236,274,141
1326,1,56,13,132,41,124,89,84,200,32,205,115
1327,2,59,13,100,20,170,106,84,108,122,244,141
1328,1,43,11,72,110,124,89,84,91,147,106,103
1329,2,40,11,124,54,76,104,50,201,236,168,141
1330,1,62,22,100,20,170,89,84,58,99,119,86
1331,2,79,22,33,57,124,89,84,170,230,33,115
1332,1,57,13,132,41,158,89,84,120,177,251,202
1333,2,56,13,25,141,147,137,84,108,122,244,141
1334,1,49,43,60,24,124,89,84,121,104,80,141
1335,2,39,43,124,39,68,89,84,150,25,21,139
1336,1,47,33,96,17,183,89,84,51,130,242,141
1337,2,42,33,132,9,158,89,84,201,248,258,141
1338,1,60,43,100,47,170,89,84,30,222,250,183
1339,2,61,43,7,129,124,89,84,200,32,76,115
1340,1,56,38,124,39,124,89,84,134,138,156,202
1341,2,47,38,25,151,147,88,84,121,104,80,141
1342,1,45,2,49,34,16,133,84,150,25,170,24
1343,2,34,2,60,24,102,56,84,93,99,39,86
1344,1,38,46,7,129,91,89,84,122,236,254,138
1345,2,55,46,72,105,183,89,84,192,35,250,183
1346,1,63,13,11,57,81,89,84,126,23,161,20
1347,2,33,13,60,24,136,56,9,93,99,100,39
1348,1,47,22,124,39,141,89,84,14,138,255,202
1349,2,47,22,129,22,147,88,84,121,118,106,69
1350,1,38,33,100,60,170,106,84,30,222,250,183
1351,2,51,33,7,129,91,89,84,200,84,225,115
1352,1,55,22,132,9,158,89,84,93,29,98,39
1353,2,57,22,49,16,16,133,84,51,85,207,201
1354,1,59,35,25,141,147,89,84,124,162,196,41
1355,2,58,35,60,24,102,89,84,186,138,112,18
1356,1,44,33,100,60,170,106,84,217,236,254,141
1357,2,58,33,96,93,183,4,84,169,230,50,70
1358,1,29,19,119,4,91,89,84,53,217,64,141
1359,2,53,19,132,9,124,89,84,192,35,217,212
1360,1,51,38,124,39,124,89,84,93,72,98,39
1361,2,51,38,33,7,71,89,84,87,147,125,69
1362,1,47,46,60,24,87,82,10,206,231,168,141
1363,2,66,46,145,105,124,89,84,150,19,27,132
1364,1,68,19,105,57,16,89,84,195,138,243,18
1365,2,51,19,129,22,147,88,84,93,39,98,141
1366,1,60,11,124,39,68,55,95,23,151,21,141
1367,2,57,11,60,24,12,89,84,121,104,80,103
1368,1,44,43,96,158,7,79,84,192,224,217,183
1369,2,56,43,119,4,91,89,84,206,231,274,138
1370,1,39,13,100,145,144,89,84,53,130,207,201
1371,2,44,13,132,9,124,89,84,200,202,33,70
1372,1,45,11,105,56,16,89,84,217,236,159,216
1373,2,55,11,145,105,7,89,84,93,99,37,86
1374,1,60,33,119,140,124,89,84,134,138,18,202
1375,2,66,33,25,141,147,89,84,30,222,222,212
1376,1,46,22,100,47,170,106,84,98,104,80,140
1377,2,57,22,124,39,68,89,84,169,230,76,70
1378,1,29,46,60,24,12,78,27,53,130,173,141
1379,2,33,46,13,41,158,134,41,23,151,21,141
1380,1,47,13,119,73,164,77,120,53,130,242,141
1381,2,33,13,132,136,55,12,78,30,222,222,141
1382,1,46,19,129,125,30,88,53,93,99,100,141
1383,2,51,19,11,114,172,89,84,14,138,190,202
1384,1,45,9,150,129,124,89,84,195,138,18,202
1385,2,67,9,25,141,122,89,84,30,120,222,141
1386,1,42,43,128,129,91,89,84,53,130,242,141
1387,2,35,43,132,41,158,89,84,30,222,173,141
1388,1,33,38,145,105,112,4,84,53,85,173,141
1389,2,16,38,132,9,158,89,84,217,169,159,141
1390,1,54,9,29,61,124,89,84,114,177,142,202
1391,2,47,9,25,100,147,89,84,30,224,247,183
1392,1,45,19,100,129,170,19,84,163,147,106,69
1393,2,46,19,108,110,154,52,84,200,89,121,141
1394,1,32,38,60,83,32,89,84,58,113,98,39
1395,2,64,38,11,57,124,89,84,182,162,167,141
1396,1,43,46,100,129,170,89,84,53,217,83,141
1397,2,58,46,132,9,158,89,84,73,23,121,141
1398,1,53,11,25,141,147,88,84,129,57,74,20
1399,2,51,11,60,24,102,124,84,114,131,18,141
1400,1,52,22,101,118,124,89,84,206,169,168,141
1401,2,60,22,96,93,183,89,84,121,212,106,69
1402,1,35,22,11,57,172,89,84,30,222,217,183
1403,2,69,22,29,61,124,89,84,58,113,98,39
1404,1,62,22,108,110,154,89,84,150,159,74,20
1405,2,38,22,60,24,124,89,84,121,212,106,141
1406,1,36,46,92,22,147,89,84,94,202,48,70
1407,2,45,46,100,129,170,89,84,114,131,190,18
1408,1,59,46,55,29,124,89,84,122,236,274,138
1409,2,30,46,96,138,183,4,76,30,158,247,141
1410,1,29,11,13,144,158,58,78,58,99,39,141
1411,2,45,11,11,148,71,103,109,53,217,158,141
1412,1,54,19,60,83,159,124,84,94,50,33,186
1413,2,49,19,100,145,149,89,84,150,213,167,66
1414,1,48,15,145,105,124,89,84,93,72,98,141
1415,2,55,15,11,57,124,89,84,206,169,168,141
1416,1,40,46,101,118,154,89,84,53,217,161,141
1417,2,34,46,132,9,158,58,78,90,212,80,141
1418,1,36,7,100,129,170,89,84,30,158,222,141
1419,2,62,7,29,61,124,89,84,169,23,48,99
1420,1,53,22,96,158,124,89,84,114,177,243,116
1421,2,59,22,25,141,147,89,84,201,169,274,141
1422,1,54,15,132,41,124,89,84,129,182,240,20
1423,2,46,15,60,24,102,124,84,53,85,232,141
1424,1,30,7,108,110,154,45,84,30,222,166,141
1425,2,39,7,29,61,185,77,84,90,104,209,25
1426,1,40,16,96,158,7,89,84,73,50,121,141
1427,2,53,16,100,129,170,89,84,201,169,274,141
1428,1,28,15,11,142,71,89,84,146,138,243,141
1429,2,65,15,25,141,124,89,84,58,113,98,141
1430,1,27,46,29,61,185,89,84,23,162,167,141
1431,2,38,46,60,24,102,89,84,30,222,217,136
1432,1,29,19,25,141,147,88,53,53,85,207,141
1433,2,40,19,132,41,158,12,84,146,138,243,141
1434,1,50,16,60,24,124,89,84,90,104,26,141
1435,2,50,16,101,134,154,89,84,23,159,74,141
1436,1,54,22,11,57,172,127,94,53,148,242,141
1437,2,24,22,132,136,55,12,59,58,100,98,141
1438,1,41,38,54,125,175,89,84,73,50,121,24
1439,2,57,38,100,129,170,106,84,114,131,18,141
1440,1,57,33,108,110,124,89,84,93,72,98,86
1441,2,59,33,11,57,124,89,84,90,24,209,92
1442,1,60,35,60,24,124,89,84,206,169,168,141
1443,2,63,35,96,158,7,89,84,182,159,196,119
1444,1,49,38,25,141,122,89,84,53,217,158,166
1445,2,44,38,132,41,158,12,84,114,81,18,202
1446,1,51,33,100,129,28,130,84,30,120,247,141
1447,2,40,33,29,61,124,89,84,73,114,48,141
1448,1,45,19,96,158,7,89,84,90,212,106,141
1449,2,67,19,101,118,124,89,84,206,169,168,235
1450,1,39,46,60,24,102,89,84,58,100,98,141
1451,2,54,46,105,57,172,89,84,27,162,173,141
1452,1,41,11,132,41,124,89,84,30,120,247,141
1453,2,68,11,29,61,91,89,84,53,217,90,141
1454,1,57,19,108,110,124,89,84,73,114,48,107
1455,2,48,19,100,129,124,89,84,69,190,238,83
1456,1,42,35,96,158,9,89,84,68,218,151,141
1457,2,37,35,25,141,175,110,83,60,169,168,141
1458,1,46,27,101,118,154,89,84,190,72,221,85
1459,2,60,27,11,148,167,89,84,69,118,238,167
1460,1,50,7,60,24,102,23,84,73,202,121,141
1461,2,60,7,100,129,170,89,84,129,213,74,73
1462,1,61,22,25,141,175,88,84,30,203,127,209
1463,2,72,22,29,61,124,89,84,68,244,190,202
1464,1,49,35,96,158,7,89,84,53,217,173,141
1465,2,32,35,132,41,158,12,59,60,169,258,141
1466,1,52,13,11,142,124,89,84,73,114,25,141
1467,2,59,13,100,129,124,89,84,190,72,100,182
