,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
72,1,28,47,122,139,158,112,84,183,5,60,141
73,2,78,47,134,143,124,89,84,127,97,173,141
74,1,51,47,126,64,124,89,84,123,219,194,141
75,2,38,47,69,102,195,129,84,76,205,114,141
76,1,48,4,41,159,149,89,84,56,195,189,141
77,2,71,4,6,150,62,89,84,64,157,155,141
78,1,27,8,137,0,156,29,81,183,5,60,141
79,2,68,8,134,143,147,32,84,196,89,11,141
80,1,68,47,41,159,124,89,84,173,92,264,141
81,2,73,47,126,64,196,63,32,64,176,2,225
82,1,51,8,42,131,124,89,84,218,172,105,141
83,2,23,8,48,158,121,49,26,197,150,173,141
84,1,57,4,134,143,47,89,84,56,67,271,172
85,2,32,4,6,150,141,152,63,4,60,55,175
86,1,35,8,137,99,156,25,84,113,155,173,141
87,2,43,8,96,139,124,89,84,196,89,12,13
88,1,41,4,52,15,164,89,84,64,176,267,141
89,2,71,4,41,159,124,89,84,60,250,184,91
90,1,32,25,137,99,156,89,84,197,150,244,141
91,2,42,25,42,131,176,129,84,11,89,11,222
92,1,43,8,126,64,94,89,84,183,5,266,141
93,2,68,8,134,143,51,89,84,173,92,264,141
94,1,23,47,52,140,183,101,84,113,155,173,141
95,2,44,47,96,139,124,89,84,60,172,1,91
96,1,42,4,6,49,124,89,84,173,239,216,141
97,2,74,4,126,67,124,89,84,160,69,271,192
98,1,60,4,134,143,124,89,84,64,34,155,229
99,2,56,4,41,159,149,78,84,183,5,5,62
100,1,67,8,42,131,124,89,84,113,155,97,141
101,2,65,8,96,139,158,89,84,197,247,160,157
102,1,46,25,17,164,183,89,84,56,195,230,211
103,2,33,25,6,162,62,104,84,60,250,184,141
104,1,47,8,126,64,83,89,84,207,89,40,141
105,2,51,8,137,133,42,29,84,76,205,216,141
106,1,29,8,134,143,124,89,84,197,219,194,234
107,2,36,8,64,131,193,129,84,183,5,55,141
108,1,26,47,6,49,155,152,84,113,155,173,141
109,2,44,47,96,139,158,89,84,160,69,249,141
110,1,58,4,42,131,124,89,84,64,157,267,141
111,2,28,4,41,159,149,78,124,197,219,160,141
112,1,35,25,126,64,83,155,33,112,137,165,141
113,2,35,25,96,130,158,89,84,76,205,216,227
114,1,42,8,96,130,158,89,84,197,219,160,234
115,2,41,8,91,131,92,89,84,113,155,173,141
116,1,40,4,134,143,149,89,84,127,229,0,141
117,2,40,4,96,136,111,0,84,181,250,60,141
118,1,29,8,50,76,89,110,89,13,126,160,141
119,2,14,8,42,131,125,139,84,141,74,206,141
120,1,67,25,113,65,124,89,84,55,21,188,229
121,2,58,25,41,159,124,89,84,76,246,265,227
122,1,21,47,20,24,156,18,0,62,195,84,141
123,2,37,47,6,49,187,104,84,11,89,173,141
124,1,68,8,96,92,124,89,84,141,74,105,165
125,2,46,8,94,59,147,65,84,127,129,97,141
126,1,46,4,113,65,66,89,84,73,12,154,141
127,2,60,4,20,24,27,89,84,76,246,265,141
128,1,62,25,6,49,187,89,84,141,74,105,141
129,2,31,25,50,59,147,59,84,62,195,84,141
130,1,59,8,41,1,184,141,84,107,155,97,1
131,2,61,8,96,92,158,89,84,55,5,22,152
132,1,54,47,42,108,142,153,84,73,30,11,141
133,2,38,47,27,17,95,89,84,216,15,173,141
134,1,49,4,50,125,73,59,89,161,92,272,141
135,2,44,4,113,65,124,89,84,141,180,105,165
136,1,55,8,6,49,124,89,84,181,250,60,71
137,2,50,8,134,143,76,89,84,62,195,84,141
138,1,45,25,52,71,147,65,84,55,5,188,141
139,2,43,25,41,159,178,4,84,154,180,105,141
140,1,38,47,113,67,196,89,84,104,15,160,234
141,2,32,47,123,44,142,153,7,162,92,272,227
142,1,62,8,96,136,111,89,84,62,195,68,232
143,2,69,8,6,49,187,89,84,107,155,97,122
144,1,61,4,134,143,124,89,84,73,12,231,141
145,2,47,4,20,24,27,118,84,218,212,60,71
146,1,42,47,41,159,7,141,84,13,126,160,141
147,2,33,47,109,44,153,94,84,55,5,188,141
148,1,45,10,20,19,32,118,84,101,191,194,148
149,2,46,10,52,140,124,89,84,73,11,148,46
150,1,26,40,113,65,83,155,84,218,212,83,55
151,2,23,40,134,129,168,51,28,76,240,216,233
152,1,37,40,6,49,4,104,84,55,5,188,141
153,2,41,40,41,159,7,141,84,62,195,252,141
154,1,40,10,96,92,158,112,84,13,247,173,141
155,2,38,10,109,44,153,102,84,174,97,101,141
156,1,40,40,134,143,65,8,84,73,12,144,120
157,2,26,40,27,133,27,81,84,218,79,83,198
158,1,38,40,50,112,164,49,84,76,240,272,141
159,2,35,40,155,65,124,89,84,141,103,99,141
160,1,39,10,45,3,4,89,84,216,150,207,199
161,2,30,10,42,131,93,91,93,62,195,68,141
162,1,53,10,71,92,158,89,84,55,5,188,141
163,2,49,10,41,29,7,141,84,81,206,173,141
164,1,28,10,20,24,27,89,84,162,92,272,228
165,2,51,10,120,67,160,33,84,73,12,47,13
166,1,25,10,134,143,16,51,28,141,103,58,141
167,2,51,10,52,164,147,89,84,218,60,238,21
168,1,53,40,71,92,124,89,84,157,195,68,169
169,2,52,40,6,162,62,104,34,81,206,139,141
170,1,57,40,93,44,124,89,84,162,92,226,233
171,2,29,40,120,65,83,122,32,6,214,273,196
172,1,54,10,81,17,124,89,84,55,5,2,152
173,2,57,10,41,29,124,89,84,73,12,154,43
174,1,37,10,6,49,177,104,84,181,72,83,55
175,2,41,10,134,143,76,98,84,157,195,84,61
176,1,29,10,52,164,147,101,128,6,136,160,114
177,2,31,10,42,103,93,89,84,141,103,58,141
178,1,57,10,117,136,111,89,84,76,205,272,227
179,2,53,10,120,65,160,89,84,81,206,165,122
180,1,30,10,65,62,134,128,84,55,5,188,141
181,2,36,10,41,29,124,89,84,181,72,173,141
182,1,52,10,6,49,177,89,84,31,92,226,141
183,2,45,10,120,137,83,155,84,157,195,252,169
184,1,34,48,42,103,153,89,84,81,206,139,87
185,2,37,48,71,92,158,89,84,216,7,236,199
186,1,46,48,134,143,16,89,84,86,188,3,141
187,2,39,48,52,158,147,65,84,58,212,60,141
188,1,37,48,20,19,156,81,135,4,68,188,141
189,2,47,48,41,29,124,89,84,73,143,11,205
190,1,42,48,141,3,141,89,84,111,150,273,196
191,2,30,48,42,131,93,91,84,160,242,8,141
192,1,38,48,20,133,17,29,84,154,103,173,141
193,2,46,48,50,59,124,89,84,73,40,11,17
194,1,51,10,120,137,66,53,136,181,72,60,141
195,2,42,10,134,31,16,128,84,31,92,226,153
196,1,56,40,41,29,178,89,84,160,242,8,214
197,2,50,40,141,3,141,26,84,4,68,188,141
198,1,52,40,71,92,158,83,84,2,188,184,91
199,2,33,40,115,59,137,65,128,81,206,139,141
200,1,42,40,109,44,124,89,84,58,212,60,95
201,2,26,40,30,170,16,128,116,216,150,236,197
202,1,38,40,41,159,178,4,84,31,92,190,189
203,2,37,40,120,137,94,155,52,4,176,155,141
204,1,49,48,134,31,76,89,84,81,206,173,141
205,2,35,48,96,136,111,112,84,181,72,60,141
206,1,31,48,20,133,27,89,84,157,195,8,141
207,2,50,48,6,49,124,89,84,73,156,148,43
208,1,39,48,120,137,94,155,52,157,195,8,141
209,2,46,48,6,49,177,2,84,31,92,226,174
210,1,35,26,41,159,7,141,84,123,7,236,141
211,2,24,26,109,44,126,46,84,4,68,22,126
212,1,54,1,96,46,124,89,84,11,30,11,120
213,2,56,1,20,133,27,89,84,81,206,150,141
214,1,37,1,41,159,98,4,84,141,103,35,141
215,2,27,1,115,59,137,89,84,4,21,155,141
216,1,46,26,93,119,153,90,44,35,53,12,13
217,2,29,26,20,133,194,18,30,123,7,173,141
218,1,50,26,43,105,158,89,84,31,92,216,189
219,2,29,26,120,137,94,89,84,127,229,150,159
220,1,30,1,134,62,168,85,84,55,21,188,141
221,2,60,1,41,29,184,89,84,181,72,208,141
222,1,33,1,52,90,140,89,84,157,195,8,141
223,2,64,1,6,49,124,89,84,2,103,184,168
224,1,49,26,41,29,184,141,84,157,195,191,141
225,2,84,26,6,49,4,89,84,55,5,188,218
226,1,52,26,96,92,124,89,84,141,103,206,2
227,2,59,26,52,90,140,101,84,81,155,229,141
228,1,31,23,6,154,62,2,84,2,172,105,165
229,2,36,23,52,90,140,89,84,157,195,8,141
230,1,38,47,80,133,31,18,86,213,195,117,141
231,2,62,47,6,162,124,89,84,44,89,144,120
232,1,69,47,134,143,18,89,84,13,221,135,9
233,2,39,47,42,103,5,89,84,218,184,238,19
234,1,44,23,113,96,83,155,84,55,144,188,141
235,2,39,23,41,159,178,4,84,76,205,173,141
236,1,24,47,52,140,109,146,84,44,89,17,120
237,2,61,47,21,91,124,89,84,141,103,71,2
238,1,57,47,6,162,62,2,84,81,206,150,159
239,2,34,47,71,92,158,112,46,213,192,215,154
240,1,47,23,123,44,126,153,84,119,68,2,141
241,2,60,23,41,159,178,4,84,13,221,160,141
242,1,50,23,113,96,124,89,84,141,74,105,141
243,2,61,23,79,59,124,89,84,76,205,272,141
244,1,31,47,71,92,158,89,84,178,89,17,117
245,2,45,47,21,133,110,150,86,81,155,139,141
246,1,67,47,134,143,18,89,84,55,144,188,185
247,2,56,47,142,159,7,89,84,218,212,60,101
248,1,31,23,93,88,50,89,84,141,74,206,91
249,2,59,23,79,59,124,89,84,123,136,237,141
250,1,52,23,29,159,178,89,84,81,182,118,112
251,2,56,23,96,92,148,89,84,55,236,188,160
252,1,56,47,6,162,62,2,84,76,205,234,153
253,2,27,47,113,96,83,155,32,213,195,8,141
254,1,56,47,78,42,126,3,84,11,89,233,17
255,2,38,47,80,19,31,89,84,216,221,160,196
256,1,45,23,134,143,18,131,84,141,74,105,165
257,2,55,23,79,59,124,89,84,218,212,60,101
258,1,47,23,74,3,62,2,84,3,68,270,185
259,2,48,23,29,159,7,89,84,213,195,191,169
260,1,38,47,113,52,83,89,84,81,155,196,112
261,2,42,47,96,92,124,89,84,76,196,234,82
262,1,41,23,27,133,124,89,84,181,250,198,55
263,2,57,23,119,143,124,89,84,178,89,47,141
264,1,38,47,79,59,137,89,84,81,206,139,141
265,2,29,47,96,92,59,89,84,141,74,1,91
266,1,53,23,78,103,56,89,84,76,205,234,141
267,2,76,23,113,67,116,89,84,123,221,237,141
268,1,51,10,96,92,158,112,84,151,250,83,55
269,2,63,10,119,143,124,89,84,81,129,118,141
270,1,55,41,6,162,62,2,84,171,10,236,208
271,2,54,41,78,103,124,89,84,213,195,212,162
272,1,50,41,27,133,120,78,84,31,92,234,228
273,2,42,41,113,96,196,53,84,178,12,47,13
274,1,64,10,29,159,7,54,84,141,74,105,165
275,2,46,10,79,59,124,89,84,55,236,188,141
276,1,58,10,78,103,56,89,84,81,229,150,141
277,2,58,10,71,92,158,89,84,216,204,246,141
278,1,52,10,119,143,44,89,84,97,112,191,172
279,2,50,10,6,49,105,2,84,70,184,276,198
280,1,62,41,29,159,57,54,87,40,53,86,57
281,2,36,41,27,133,120,78,30,55,13,2,141
282,1,48,10,113,135,116,33,84,151,250,238,71
283,2,45,10,119,143,82,89,84,31,211,89,228
284,1,52,10,79,59,147,89,84,199,155,97,141
285,2,56,10,71,92,124,89,84,141,74,1,91
286,1,52,10,29,159,57,95,59,216,204,15,208
287,2,39,10,78,103,56,3,6,119,13,2,221
288,1,46,41,125,24,31,89,84,97,112,8,72
289,2,59,41,45,3,105,89,84,117,210,11,120
290,1,41,40,126,96,83,89,84,141,188,71,91
291,2,51,40,79,59,89,89,84,31,205,234,153
292,1,66,10,71,92,158,89,84,216,204,246,204
293,2,62,10,78,103,124,89,84,81,59,227,141
294,1,53,40,119,143,124,89,84,156,193,8,97
295,2,40,40,45,3,187,2,84,70,212,276,55
296,1,53,41,125,24,124,89,84,76,196,234,82
297,2,69,41,83,36,83,89,84,178,100,148,46
298,1,54,10,29,159,57,95,84,2,188,3,91
299,2,38,10,52,25,89,89,84,119,3,66,141
300,1,48,10,78,103,169,38,84,157,71,215,72
301,2,52,10,148,3,141,2,84,216,219,24,121
302,1,42,10,71,92,158,89,84,151,85,238,141
303,2,46,10,119,143,124,89,84,174,59,196,141
304,1,52,41,83,36,83,89,84,21,219,273,141
305,2,70,41,78,103,124,89,84,173,196,95,153
306,1,50,41,125,24,124,89,84,119,66,188,3
307,2,44,41,29,43,184,89,84,11,11,17,40
308,1,46,40,79,59,137,89,84,157,86,215,135
309,2,32,40,6,84,177,89,84,141,2,71,91
310,1,51,10,119,143,19,89,84,31,92,138,153
311,2,56,10,2,36,83,89,84,151,250,238,71
312,1,55,41,71,92,158,89,84,157,195,212,72
313,2,37,41,74,3,177,104,84,150,59,229,141
314,1,61,10,125,24,26,89,84,141,74,105,141
315,2,48,10,121,59,137,89,84,11,89,11,141
316,1,45,40,29,159,57,95,53,162,92,138,153
317,2,39,40,34,52,124,89,84,4,144,2,160
318,1,47,41,134,143,19,131,49,216,219,24,12
319,2,34,41,78,103,56,129,3,218,72,238,141
320,1,35,10,45,3,177,104,70,60,188,105,141
321,2,38,10,79,113,73,89,84,157,195,8,154
322,1,44,10,23,143,171,89,84,4,176,2,15
323,2,69,10,29,159,57,89,84,218,56,83,55
324,1,22,41,125,24,26,29,75,150,59,173,141
325,2,67,41,71,92,158,89,84,40,12,11,141
326,1,30,10,78,103,11,129,3,2,74,206,157
327,2,59,10,79,59,89,110,84,187,126,236,16
328,1,39,40,71,92,117,121,71,55,5,258,141
329,2,33,40,146,29,178,39,53,150,59,173,141
330,1,43,40,34,135,83,89,84,157,195,164,141
331,2,45,40,6,84,177,89,84,211,92,234,82
332,1,34,10,103,143,124,89,84,60,188,194,91
333,2,34,10,79,59,89,101,84,218,56,198,141
334,1,46,10,132,103,124,89,84,178,12,148,86
335,2,42,10,125,17,32,21,84,216,219,135,141
336,1,49,10,34,135,83,89,84,174,59,97,159
337,2,49,10,71,92,158,112,84,162,92,264,141
338,1,38,10,6,84,177,104,84,55,5,258,3
339,2,39,10,29,159,178,39,68,213,154,84,8
340,1,42,40,12,129,171,51,84,178,12,100,193
341,2,44,40,125,17,124,89,84,16,56,198,55
342,1,54,41,119,143,15,12,84,141,74,206,141
343,2,44,41,52,113,89,89,84,218,56,238,141
344,1,39,10,71,92,148,121,78,7,193,215,141
345,2,23,10,6,49,177,104,84,150,59,173,141
346,1,27,41,6,11,105,104,2,2,172,71,141
347,2,33,41,52,113,124,89,84,157,8,191,141
348,1,40,41,71,92,124,89,84,70,212,276,52
349,2,33,41,119,143,15,89,84,150,59,97,141
350,1,45,10,116,81,158,89,84,77,247,139,91
351,2,52,10,83,59,124,89,84,81,231,196,188
352,1,44,40,119,53,83,14,84,84,7,92,196
353,2,31,40,8,113,69,89,84,147,74,86,63
354,1,61,41,20,162,124,89,84,218,68,66,218
355,2,48,41,73,155,183,4,84,160,205,207,165
356,1,38,10,29,159,181,6,85,70,212,20,131
357,2,31,10,32,143,19,89,84,11,136,89,221
358,1,36,41,6,135,132,54,13,12,209,268,120
359,2,44,41,42,79,72,89,84,141,166,198,153
360,1,46,41,52,96,124,89,84,60,89,70,141
361,2,30,41,119,53,23,53,84,77,129,273,86
362,1,30,10,29,159,12,145,84,191,7,92,196
363,2,57,10,8,113,69,89,84,11,136,89,168
364,1,24,41,73,158,178,4,84,181,150,123,19
365,2,40,41,32,143,19,89,84,218,66,67,4
366,1,31,40,116,136,148,70,84,141,193,198,141
367,2,65,40,98,3,124,89,84,150,231,97,141
368,1,37,41,20,105,187,33,22,12,209,268,141
369,2,44,41,50,44,98,89,84,160,205,150,165
370,1,41,40,120,129,83,89,84,218,105,219,59
371,2,28,40,73,155,197,146,4,60,89,165,141
372,1,31,41,8,113,14,89,84,31,129,105,212
373,2,62,41,83,59,57,89,84,19,7,244,142
374,1,44,10,32,143,124,89,84,160,188,175,141
375,2,50,10,20,36,124,89,84,181,150,20,101
376,1,45,41,76,81,124,89,84,218,66,107,218
377,2,33,41,73,155,20,146,4,81,231,196,141
378,1,48,40,120,129,83,89,84,141,193,198,141
379,2,62,40,6,108,124,89,84,60,89,165,141
380,1,63,40,50,44,98,89,84,215,12,89,221
381,2,67,40,29,159,124,89,84,12,209,268,141
382,1,36,41,132,5,56,11,84,31,224,139,78
383,2,26,41,52,43,116,89,84,191,219,237,141
384,1,42,10,76,81,158,89,84,160,188,175,141
385,2,49,10,20,36,129,89,84,81,59,196,216
386,1,43,41,120,129,83,89,84,11,92,149,141
387,2,38,41,29,159,126,6,132,60,73,84,141
388,1,33,34,50,152,98,110,136,16,212,23,131
389,2,32,34,51,143,19,89,84,12,209,148,230
390,1,45,9,20,36,124,89,84,31,129,91,212
391,2,37,9,83,59,57,78,84,160,188,207,141
392,1,77,9,6,108,157,89,84,180,221,237,204
393,2,45,9,123,113,169,132,84,141,193,38,141
394,1,40,21,104,143,19,104,84,81,59,118,141
395,2,44,21,76,81,158,112,84,123,212,23,71
396,1,50,46,52,18,57,89,84,218,198,94,218
397,2,57,46,142,24,124,89,84,216,129,100,212
398,1,70,31,29,159,124,89,84,141,193,234,141
399,2,46,31,6,108,157,89,84,111,92,173,141
400,1,57,20,32,143,124,89,84,3,74,191,74
401,2,41,20,120,129,83,22,84,123,85,23,198
402,1,32,0,34,162,129,18,84,6,219,92,141
403,2,38,0,132,113,124,89,84,160,188,150,141
404,1,45,31,71,85,124,89,84,137,102,14,120
405,2,40,31,50,84,109,110,136,81,59,196,141
406,1,42,46,29,159,78,89,84,218,198,173,141
407,2,65,46,27,155,183,89,84,11,92,149,141
408,1,37,21,50,84,98,77,136,100,59,254,141
409,2,28,21,76,81,148,89,84,12,102,148,135
410,1,20,20,120,129,23,53,84,160,205,206,141
411,2,29,20,20,105,49,109,21,60,89,173,141
412,1,42,34,52,140,57,89,84,76,136,258,141
413,2,41,34,29,159,78,89,84,31,129,100,78
414,1,31,11,32,143,19,104,84,19,7,244,141
415,2,18,11,132,113,69,89,84,181,150,20,141
416,1,57,0,27,155,124,89,84,12,102,135,141
417,2,42,0,50,152,109,89,84,218,198,3,141
418,1,34,38,29,103,192,147,84,160,205,173,141
419,2,37,38,20,78,49,93,20,76,136,258,141
420,1,40,21,6,108,157,89,84,31,129,91,234
421,2,45,21,52,40,57,78,84,141,38,62,170
422,1,49,11,50,90,147,89,84,78,20,244,7
423,2,34,11,132,113,69,89,84,110,14,202,89
424,1,34,20,71,85,158,89,84,91,73,86,154
425,2,64,20,120,129,124,89,84,81,59,196,188
426,1,35,21,32,143,19,89,84,33,172,45,141
427,2,24,21,98,3,157,89,84,70,212,23,131
428,1,42,38,29,159,126,151,84,160,205,186,141
429,2,67,38,70,17,129,89,84,76,136,258,141
430,1,41,20,37,59,57,89,84,59,74,86,141
431,2,41,20,120,129,83,22,84,31,129,91,141
432,1,47,34,132,113,124,89,84,81,59,196,141
433,2,43,34,76,81,158,89,84,136,94,244,196
434,1,49,0,5,143,19,89,84,12,209,103,141
435,2,31,0,50,44,109,3,84,70,150,69,198
436,1,35,38,20,78,129,33,84,31,100,91,141
437,2,43,38,52,40,124,89,84,160,205,206,149
438,1,43,11,119,30,83,89,84,111,92,22,141
439,2,29,11,9,103,184,152,84,60,89,70,141
440,1,48,0,27,155,183,89,84,141,193,198,141
441,2,38,0,6,108,15,119,55,218,198,47,141
442,1,15,34,76,81,158,112,84,31,93,273,141
443,2,33,34,37,59,57,89,84,81,182,59,141
444,1,50,31,5,143,19,89,84,111,92,11,141
445,2,23,31,146,29,29,91,132,70,212,160,62
446,1,49,46,70,17,129,89,84,218,198,47,59
447,2,79,46,27,155,183,89,84,160,196,186,165
448,1,34,34,6,108,157,89,84,30,209,268,162
449,2,40,34,50,90,147,89,84,141,193,234,38
450,1,55,11,76,81,124,89,84,19,7,244,79
451,2,48,11,132,113,16,89,84,81,59,60,159
452,1,50,31,119,30,124,89,84,30,209,268,162
453,2,52,31,50,90,124,89,84,60,89,191,95
454,1,39,46,98,3,157,89,84,70,212,160,141
455,2,33,46,5,143,141,2,15,141,38,45,170
456,1,43,11,132,113,124,89,84,218,198,53,141
457,2,66,11,27,155,124,89,84,187,94,194,196
458,1,42,38,76,81,158,89,84,76,13,263,13
459,2,52,38,93,29,29,89,84,81,59,196,141
460,1,62,46,20,36,124,89,84,157,38,45,194
461,2,49,46,6,108,157,54,84,160,205,173,141
462,1,33,21,52,40,57,78,133,218,53,219,141
463,2,65,21,27,74,183,4,84,31,100,105,141
464,1,32,31,78,67,151,89,84,181,150,83,62
465,2,26,31,131,2,19,104,2,91,89,191,141
466,1,43,38,98,3,157,89,84,76,136,263,22
467,2,42,38,93,29,124,89,84,141,193,234,141
468,1,32,20,40,113,16,129,12,160,205,173,141
469,2,87,20,20,36,129,18,84,191,101,174,11
470,1,39,34,50,90,156,110,84,91,74,86,63
471,2,57,34,120,129,124,89,84,30,241,202,135
472,1,30,21,98,3,157,89,84,88,53,47,179
473,2,34,21,27,146,183,4,84,141,193,234,141
474,1,41,20,76,81,158,89,84,160,205,150,141
475,2,40,20,96,17,191,89,84,150,59,229,141
476,1,29,0,50,90,35,118,84,31,247,91,91
477,2,44,0,41,140,110,89,84,12,241,202,36
478,1,26,46,141,143,19,104,84,8,219,173,141
479,2,52,46,132,113,124,89,84,123,85,238,62
480,1,58,38,119,30,124,89,84,141,193,38,141
481,2,45,38,98,3,157,54,84,91,74,29,154
482,1,23,31,76,81,158,112,130,218,198,66,141
483,2,44,31,4,158,32,89,84,150,59,173,141
484,1,46,21,52,140,57,78,84,20,212,83,176
485,2,54,21,141,143,65,89,84,31,93,250,112
486,1,44,34,73,24,183,89,84,81,59,196,141
487,2,25,34,76,81,148,121,84,218,198,3,141
488,1,25,0,41,59,164,78,134,58,150,83,198
489,2,62,0,5,143,124,89,84,31,93,273,212
490,1,68,31,73,24,124,89,84,20,85,238,131
491,2,52,31,5,143,65,104,84,218,198,47,4
492,1,56,34,76,81,124,89,84,218,198,47,81
493,2,47,34,73,24,183,4,84,150,97,59,141
494,1,42,20,39,81,158,27,84,181,22,83,90
495,2,53,20,107,143,124,89,84,81,59,196,166
496,1,46,11,20,59,57,78,133,76,191,149,221
497,2,48,11,9,159,124,89,84,31,141,91,91
498,1,30,0,79,165,156,110,24,181,85,160,154
499,2,27,0,107,118,19,48,53,110,12,162,230
500,1,57,38,102,7,124,89,84,141,109,190,141
501,2,45,38,6,108,157,8,84,180,94,7,105
502,1,46,46,3,23,183,89,84,76,58,149,221
503,2,46,46,9,159,126,89,84,218,188,13,141
504,1,44,11,71,136,55,112,84,26,74,165,63
505,2,45,11,31,129,129,89,84,150,97,59,141
506,1,37,21,102,7,164,89,84,31,103,243,78
507,2,27,21,52,17,57,25,74,8,7,128,141
508,1,38,46,50,133,113,110,84,141,109,16,141
509,2,19,46,6,108,120,8,84,11,152,4,162
510,1,45,11,96,129,23,34,84,70,150,238,154
511,2,29,11,141,116,141,12,84,26,74,70,141
512,1,60,11,52,43,124,89,84,218,188,82,122
513,2,20,11,26,24,183,4,115,31,103,139,141
514,1,41,46,39,136,148,89,84,76,236,149,141
515,2,50,46,93,159,89,89,84,81,59,196,141
516,1,54,24,107,154,141,89,84,8,7,128,141
517,2,44,24,102,7,164,92,84,181,150,104,154
518,1,56,0,73,24,183,89,84,150,59,97,141
519,2,52,0,71,41,124,89,84,54,250,206,173
520,1,29,34,50,133,113,110,8,141,171,16,141
521,2,38,34,98,135,8,89,84,11,5,162,17
522,1,45,38,102,7,124,89,84,107,103,243,141
523,2,36,38,52,43,116,89,84,78,7,9,141
524,1,50,0,58,129,129,89,84,76,124,149,13
525,2,34,0,93,159,89,33,65,208,74,70,141
526,1,43,20,39,81,124,89,84,110,12,4,162
527,2,56,20,115,58,156,89,84,100,97,196,55
528,1,26,46,6,98,157,29,84,216,103,243,141
529,2,48,46,52,43,116,78,84,141,38,16,141
530,1,43,11,102,7,124,89,84,218,198,206,141
531,2,54,11,73,24,183,89,84,78,180,7,141
532,1,23,16,107,33,141,12,84,76,203,149,141
533,2,41,16,93,159,89,89,84,123,195,52,141
534,1,57,46,58,129,124,89,84,149,7,92,141
535,2,62,46,102,7,14,89,84,26,74,70,29
536,1,58,24,115,58,124,89,84,218,232,206,70
537,2,42,24,142,24,102,89,84,11,5,36,133
538,1,45,0,6,108,157,84,84,31,103,243,141
539,2,53,0,20,43,116,89,84,141,15,84,153
540,1,33,16,31,129,83,22,84,14,92,149,226
541,2,64,16,146,29,126,89,84,166,233,165,0
542,1,42,38,39,127,124,89,84,110,5,36,133
543,2,53,38,115,58,156,77,84,48,123,196,141
544,1,41,0,89,108,157,29,84,218,188,82,141
545,2,36,0,73,24,183,131,4,141,171,173,141
546,1,41,11,102,7,127,89,84,100,59,60,159
547,2,45,11,117,41,124,89,84,19,220,7,105
548,1,52,38,115,58,156,89,84,76,203,149,221
549,2,49,38,34,159,89,89,84,12,5,148,17
550,1,39,34,51,143,124,89,84,141,38,183,35
551,2,48,34,89,98,124,89,84,123,195,191,101
552,1,39,16,58,129,129,89,84,216,36,243,112
553,2,42,16,20,43,116,89,84,60,29,261,141
554,1,37,46,145,155,102,89,84,0,180,128,141
555,2,48,46,102,7,124,89,84,218,188,66,141
556,1,28,34,50,133,109,110,84,76,136,258,141
557,2,61,34,34,159,89,89,84,12,5,143,141
558,1,44,24,89,98,157,89,84,158,195,52,131
559,2,40,24,51,143,124,89,84,141,38,183,141
560,1,50,16,96,129,36,89,84,4,14,162,36
561,2,44,16,79,58,156,110,84,26,108,165,82
562,1,54,11,34,159,124,89,84,181,195,204,141
563,2,49,11,5,118,168,54,15,76,203,149,221
564,1,43,0,86,135,124,89,84,100,97,196,191
565,2,48,0,39,127,158,89,84,141,38,45,147
566,1,46,20,20,43,124,89,84,218,66,130,165
567,2,35,20,142,24,183,4,115,216,36,243,91
568,1,42,24,34,159,89,65,84,8,180,7,105
569,2,40,24,102,7,124,89,84,76,203,149,221
570,1,38,20,96,129,67,89,84,70,195,160,198
571,2,31,20,107,118,168,54,84,60,237,70,141
572,1,43,38,39,85,158,27,84,77,36,273,202
573,2,37,38,41,17,73,89,84,177,97,196,141
574,1,33,24,96,25,149,53,84,125,241,4,36
575,2,48,24,79,133,107,89,84,26,108,261,64
576,1,56,0,102,7,124,89,84,76,236,149,187
577,2,61,0,34,71,184,89,84,8,180,244,7
578,1,33,34,73,158,32,89,84,141,193,183,141
579,2,53,34,86,135,123,89,84,218,188,13,141
580,1,42,20,51,143,124,89,84,110,12,268,36
581,2,37,20,115,58,107,89,84,181,150,83,141
582,1,56,46,39,81,158,89,84,26,74,261,63
583,2,47,46,96,129,36,89,84,36,97,60,159
584,1,68,0,41,17,124,89,84,110,12,36,230
585,2,45,0,115,86,109,127,84,77,141,173,141
586,1,64,38,102,7,169,89,84,141,193,183,141
587,2,33,38,126,98,123,29,84,8,219,246,79
588,1,52,34,71,41,124,89,84,158,195,160,198
589,2,46,34,51,143,141,89,84,36,97,196,141
590,1,46,20,31,129,124,89,84,218,4,186,141
591,2,46,20,142,24,124,89,84,166,74,261,29
592,1,50,11,29,159,49,65,84,31,176,105,202
593,2,60,11,20,43,124,89,84,76,203,149,221
594,1,35,24,125,86,147,89,84,8,221,244,79
595,2,49,24,102,7,169,89,84,212,35,148,5
596,1,51,31,86,135,124,89,84,9,237,95,181
597,2,40,31,31,129,129,22,84,162,172,190,147
598,1,25,38,51,143,141,54,84,218,188,82,141
599,2,35,38,142,24,124,89,84,181,195,173,141
600,1,28,46,102,7,169,132,84,81,44,173,141
601,2,36,46,76,81,158,89,84,187,180,246,141
602,1,66,11,27,155,124,89,84,95,14,36,141
603,2,50,11,74,90,107,110,14,218,188,82,108
604,1,49,31,45,143,141,89,84,194,36,243,141
605,2,32,31,83,43,73,78,84,123,178,238,141
606,1,27,20,29,159,126,33,131,36,97,173,141
607,2,45,20,76,81,124,89,84,111,236,263,141
