,ID,Innings,tot_runs_x,batsman1_strike_rate,batsman1_batting_avg,batsman2_strike_rate,batsman2_batting_avg,batsman3_strike_rate,batsman3_batting_avg,batsman4_strike_rate,batsman4_batting_avg,batsman5_strike_rate,batsman5_batting_avg,batsman6_strike_rate,batsman6_batting_avg,bowler1_economy,bowler1_bowling_avg,bowler2_economy,bowler2_bowling_avg,bowler3_economy,bowler3_bowling_avg,bowler4_economy,bowler4_bowling_avg,bowler5_economy,bowler5_bowling_avg,tot_runs_y,Arun Jaitley Stadium,"Arun Jaitley Stadium, Delhi",Barabati Stadium,Brabourne Stadium,"Brabourne Stadium, Mumbai",Buffalo Park,De Beers Diamond Oval,Dr DY Patil Sports Academy,"Dr DY Patil Sports Academy, Mumbai",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Dubai International Cricket Stadium,Eden Gardens,"Eden Gardens, Kolkata",Feroz Shah Kotla,Green Park,Himachal Pradesh Cricket Association Stadium,Holkar Cricket Stadium,JSCA International Stadium Complex,Kingsmead,M Chinnaswamy Stadium,M.Chinnaswamy Stadium,MA Chidambaram Stadium,"MA Chidambaram Stadium, Chepauk","MA Chidambaram Stadium, Chepauk, Chennai",Maharashtra Cricket Association Stadium,"Maharashtra Cricket Association Stadium, Pune","Narendra Modi Stadium, Ahmedabad",Nehru Stadium,New Wanderers Stadium,Newlands,OUTsurance Oval,Punjab Cricket Association IS Bindra Stadium,"Punjab Cricket Association IS Bindra Stadium, Mohali","Punjab Cricket Association Stadium, Mohali",Rajiv Gandhi International Stadium,"Rajiv Gandhi International Stadium, Uppal","Sardar Patel Stadium, Motera",Saurashtra Cricket Association Stadium,Sawai Mansingh Stadium,Shaheed Veer Narayan Singh International Stadium,Sharjah Cricket Stadium,Sheikh Zayed Stadium,St George's Park,Subrata Roy Sahara Stadium,SuperSport Park,"Vidarbha Cricket Association Stadium, Jamtha",Wankhede Stadium,"Wankhede Stadium, Mumbai","Zayed Cricket Stadium, Abu Dhabi"
10,1254079,1,36,84.65920190920191,53.5,117.27073375144344,23.33333333333333,101.5529136002946,33.21052631578947,101.37329644052625,37.45614035087719,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,7.308056872037914,35.04545454545455,8.195876288659793,31.8,8.275862068965518,30.0,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,46.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1254079,2,43,123.27105957556392,29.71052631578948,108.27256295114648,38.036144578313255,105.8238591119026,52.0,108.7560746414626,42.5,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,7.133333333333334,26.75,8.808080808080808,41.523809523809526,8.941176470588236,38.0,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,46.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1254078,1,37,103.50092539419524,24.163265306122447,112.9144170865236,57.142857142857146,319.36826165115144,103.30395777397756,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,8.305555555555555,37.375,6.692857142857143,39.04166666666666,8.42,46.77777777777778,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,46.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1254078,2,42,121.82450138036552,33.869565217391305,110.46081606291246,40.09090909090909,75.8948248720976,22.0,143.6289662063656,19.558823529411764,98.63062767108045,38.785714285714285,3.6507371393974397,1.084897327118627,8.235294117647058,31.11111111111111,8.280701754385966,31.466666666666665,7.651933701657459,47.75862068965517,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,46.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1312198,1,52,84.65920190920191,53.5,112.06102799701122,43.52941176470589,101.37329644052625,37.45614035087719,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,8.275862068965518,30.0,5.5625,14.833333333333334,7.524590163934426,35.30769230769231,8.416666666666666,28.857142857142858,0.5630810213996252,2.442957590058266,58.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1312198,2,62,114.36517255005649,37.13636363636363,112.9144170865236,57.142857142857146,109.75673993932396,28.375,94.33643279797124,89.0,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,8.808080808080808,41.523809523809526,7.452830188679245,32.916666666666664,8.923076923076923,116.0,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,58.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1312197,1,55,115.0545237057554,30.5,105.5171190834352,30.27272727272728,125.41178130297332,49.2,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,9.333333333333334,28.0,7.651933701657459,47.75862068965517,9.923076923076923,64.5,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,58.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1312197,2,64,110.46081606291246,40.09090909090909,104.71890682417,22.6,113.21910425644934,27.77142857142857,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,6.721590909090909,25.717391304347824,7.2988505747126435,31.75,8.170454545454545,47.93333333333333,9.569911934599004,44.909385747483846,0.5630810213996252,2.442957590058266,58.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1304116,1,43,121.82450138036552,33.869565217391305,116.19602491806438,42.57142857142857,85.43956043956044,20.5,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,8.195876288659793,31.8,7.0,35.0,8.280701754385966,31.466666666666665,5.0,10.0,0.5630810213996252,2.442957590058266,45.17741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1304116,2,62,108.27256295114648,38.036144578313255,71.42857142857143,15.0,127.58245210860524,49.642857142857146,65.21735325138592,21.28534301639913,15.38537947561317,5.161332665247806,3.6507371393974397,1.084897327118627,8.666666666666666,34.666666666666664,7.43859649122807,35.333333333333336,6.171821305841925,32.654545454545456,5.8,29.0,0.5630810213996252,2.442957590058266,45.17741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
